cluster	status	loglr	df	p	p.adjust	genes
chr3:clu_31865_NA	<=1 sample with coverage>0	NA	NA	NA	NA	LRRC2
chr3:clu_31866_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALS2CL
chr3:clu_31867_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALS2CL
chr3:clu_31868_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALS2CL
chr3:clu_31869_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALS2CL
chr3:clu_31870_NA	Success	0.390043112318807	1	0.377114770527698	0.98315381238489	CCDC12
chr3:clu_31871_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC12
chr3:clu_31872_NA	Success	0.337036785942168	1	0.411634969349332	0.98315381238489	CCDC12
chr3:clu_31873_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC12
chr3:clu_31874_NA	Not enough valid samples	NA	NA	NA	NA	NBEAL2
chr3:clu_31875_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NBEAL2
chr3:clu_31876_NA	Not enough valid samples	NA	NA	NA	NA	NBEAL2
chr3:clu_31877_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NBEAL2
chr3:clu_31878_NA	Not enough valid samples	NA	NA	NA	NA	NBEAL2
chr3:clu_31879_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NBEAL2
chr3:clu_31880_NA	Not enough valid samples	NA	NA	NA	NA	NBEAL2
chr3:clu_31881_NA	Success	0.49975342816856	1	0.317429863622081	0.98315381238489	NBEAL2
chr3:clu_31882_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAL2
chr3:clu_31883_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SETD2
chr3:clu_31884_NA	Success	0.110651783377506	2	0.895250435741637	0.990620301184578	SETD2
chr3:clu_31885_NA	Success	1.31823512768904	1	0.104435342749562	0.98315381238489	SETD2
chr3:clu_31886_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SETD2
chr3:clu_31887_NA	Success	0.427587759087345	4	0.930901673666575	0.991413211267472	SETD2
chr3:clu_31888_NA	Success	0.60271202285486	1	0.272240275184287	0.98315381238489	SETD2
chr3:clu_31889_NA	Success	0.0121869166927127	3	0.998995312151153	0.9999315829047	SETD2
chr3:clu_31890_NA	Not enough valid samples	NA	NA	NA	NA	SETD2
chr3:clu_31891_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SETD2
chr3:clu_31892_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIF9-AS1
chr3:clu_31893_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_31894_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIF9-AS1
chr3:clu_31895_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIF9
chr3:clu_31896_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIF9
chr3:clu_31897_NA	Not enough valid samples	NA	NA	NA	NA	KIF9
chr3:clu_31898_NA	Success	0.104799277864544	2	0.900505255785013	0.990620301184578	KLHL18
chr3:clu_31899_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KLHL18
chr3:clu_31900_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KLHL18
chr3:clu_31901_NA	Success	5.21702525854153	2	0.00542343848127643	0.927854875977823	PTPN23
chr3:clu_31902_NA	Success	0.665287684288522	1	0.248702884920605	0.98315381238489	PTPN23
chr3:clu_31903_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPN23
chr3:clu_31904_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPN23
chr3:clu_31905_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCAP
chr3:clu_31906_NA	Success	0.0582433316790336	1	0.732876674535761	0.984778607286216	SCAP
chr3:clu_31907_NA	Success	3.15447314456947	11	0.851975745515468	0.989141973701193	SCAP
chr3:clu_31908_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCAP
chr3:clu_31909_NA	Success	3.58128374756438	6	0.306074492786432	0.98315381238489	SCAP
chr3:clu_31910_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SCAP
chr3:clu_31911_NA	Success	1.89588225198895	3	0.284845511420249	0.98315381238489	ELP6
chr3:clu_31912_NA	Success	4.63300800530442	8	0.320354665002293	0.98315381238489	ELP6
chr3:clu_31913_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSPG5
chr3:clu_31914_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_31915_NA	Not enough valid samples	NA	NA	NA	NA	SMARCC1
chr3:clu_31916_NA	Success	5.33956211728872	2	0.00479797119901627	0.927854875977823	SMARCC1
chr3:clu_31917_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_31918_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_31919_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCC1
chr3:clu_31920_NA	Success	1.771945696721	1	0.0597650923646208	0.962396177978357	DHX30
chr3:clu_31921_NA	Success	0.528867844454069	1	0.303732190470716	0.98315381238489	DHX30
chr3:clu_31922_NA	Success	13.0940500571664	6	0.000205375563497953	0.45220276156191	DHX30
chr3:clu_31923_NA	Success	0.0697638790194901	1	0.708750936691437	0.983302550056644	DHX30
chr3:clu_31924_NA	Success	0.196722788175151	1	0.53049379827434	0.98315381238489	DHX30
chr3:clu_31925_NA	Success	1.80479241668513	3	0.306824978503609	0.98315381238489	MAP4
chr3:clu_31926_NA	Success	3.58836173804593	6	0.30481282024536	0.98315381238489	MAP4
chr3:clu_31927_NA	Success	0.321977193074645	1	0.422282473697968	0.98315381238489	MAP4
chr3:clu_31928_NA	Success	2.74181572192927	1	0.0191953412404053	0.927854875977823	MAP4
chr3:clu_31929_NA	Success	5.04893228249148	2	0.00641618045848184	0.927854875977823	MAP4
chr3:clu_31930_NA	Success	3.36459317873596	4	0.150910520914459	0.98315381238489	MAP4
chr3:clu_31931_NA	Success	2.3128330084503	5	0.463247790421203	0.98315381238489	MAP4
chr3:clu_31932_NA	Success	3.30395331413698	2	0.03673764449255	0.933305443065259	MAP4
chr3:clu_31933_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CDC25A
chr3:clu_31934_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CDC25A
chr3:clu_31935_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF589
chr3:clu_31936_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF589
chr3:clu_31937_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NME6
chr3:clu_31938_NA	Success	2.12668047892271	7	0.750176447532886	0.986897708989432	NME6
chr3:clu_31939_NA	Not enough valid samples	NA	NA	NA	NA	PLXNB1
chr3:clu_31940_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLXNB1
chr3:clu_31941_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_31942_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_31943_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_31944_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLXNB1
chr3:clu_31945_NA	Not enough valid samples	NA	NA	NA	NA	PLXNB1
chr3:clu_31946_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_31947_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_31948_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_31949_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_31950_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLXNB1
chr3:clu_31951_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC51
chr3:clu_31952_NA	Success	0.267106836318085	1	0.46484071129486	0.98315381238489	CCDC51
chr3:clu_31953_NA	Not enough valid samples	NA	NA	NA	NA	CCDC51
chr3:clu_31954_NA	Success	0.256293202557629	1	0.474021359524193	0.98315381238489	TMA7
chr3:clu_31955_NA	Success	0.581236811778879	1	0.280953122825471	0.98315381238489	TMA7
chr3:clu_31956_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATRIP
chr3:clu_31957_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATRIP
chr3:clu_31958_NA	Not enough valid samples	NA	NA	NA	NA	ATRIP
chr3:clu_31959_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATRIP
chr3:clu_31960_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATRIP
chr3:clu_31961_NA	Success	0.0770385663893087	1	0.694669160161913	0.98315381238489	SHISA5
chr3:clu_31962_NA	Not enough valid samples	NA	NA	NA	NA	TREX1
chr3:clu_31963_NA	Success	0.0507250151686449	1	0.750096431430929	0.986897708989432	SHISA5
chr3:clu_31964_NA	Success	1.96397206029326	1	0.0474899676712385	0.936977692855262	SHISA5
chr3:clu_31965_NA	Not enough valid samples	NA	NA	NA	NA	SHISA5
chr3:clu_31966_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PFKFB4
chr3:clu_31967_NA	Not enough valid samples	NA	NA	NA	NA	PFKFB4
chr3:clu_31968_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PFKFB4
chr3:clu_31969_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL7A1,UCN2
chr3:clu_31970_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL7A1
chr3:clu_31971_NA	Success	0.655168348372001	1	0.252333703636209	0.98315381238489	COL7A1
chr3:clu_31972_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL7A1
chr3:clu_31973_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL7A1
chr3:clu_31974_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL7A1
chr3:clu_31975_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL7A1
chr3:clu_31976_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL7A1
chr3:clu_31977_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL7A1
chr3:clu_31978_NA	Success	1.15178638111502e-05	1	0.996170523917097	0.99991661655458	UQCRC1
chr3:clu_31979_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UQCRC1
chr3:clu_31980_NA	Not enough valid samples	NA	NA	NA	NA	SLC26A6
chr3:clu_31981_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC26A6
chr3:clu_31982_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC26A6
chr3:clu_31983_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC26A6
chr3:clu_31984_NA	Not enough valid samples	NA	NA	NA	NA	SLC26A6
chr3:clu_31985_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC26A6
chr3:clu_31986_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC26A6
chr3:clu_31987_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-148G20.1
chr3:clu_31988_NA	Not enough valid samples	NA	NA	NA	NA	NCKIPSD
chr3:clu_31989_NA	Success	0.223395543108239	1	0.503862768641889	0.98315381238489	NCKIPSD
chr3:clu_31990_NA	Success	0.0036707903588109	1	0.931718396841737	0.991727597668684	NCKIPSD
chr3:clu_31991_NA	Not enough valid samples	NA	NA	NA	NA	NCKIPSD
chr3:clu_31992_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NCKIPSD
chr3:clu_31993_NA	Success	2.40859781234185	3	0.185682921721853	0.98315381238489	IP6K2
chr3:clu_31994_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IP6K2
chr3:clu_31995_NA	Success	1.44260314021314	3	0.409664825764846	0.98315381238489	IP6K2
chr3:clu_31996_NA	Success	3.64177348109479	6	0.295419089848398	0.98315381238489	IP6K2
chr3:clu_31997_NA	Success	1.28303926268597	3	0.463467477063954	0.98315381238489	PRKAR2A
chr3:clu_31998_NA	Success	1.84811122250585	5	0.593926218798909	0.98315381238489	PRKAR2A
chr3:clu_31999_NA	Success	0.016325674666291	1	0.856605536348169	0.989141973701193	PRKAR2A
chr3:clu_32000_NA	Not enough valid samples	NA	NA	NA	NA	SLC25A20
chr3:clu_32001_NA	Success	15.3193740594916	13	0.00380644440926896	0.927854875977823	ARIH2
chr3:clu_32002_NA	Success	0.260778598508466	2	0.770451479840029	0.986897708989432	ARIH2
chr3:clu_32003_NA	Not enough valid samples	NA	NA	NA	NA	ARIH2
chr3:clu_32004_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARIH2
chr3:clu_32005_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARIH2
chr3:clu_32006_NA	Success	0.0746516513118536	1	0.699202038211093	0.98315381238489	ARIH2
chr3:clu_32007_NA	Success	0.179960320759903	1	0.548550312467212	0.98315381238489	P4HTM
chr3:clu_32008_NA	Success	2.63239535770224	1	0.0217610391017971	0.927854875977823	P4HTM
chr3:clu_32009_NA	Success	0.426037597236359	1	0.355965937480265	0.98315381238489	P4HTM
chr3:clu_32010_NA	Success	2.01262009762036	2	0.133638070769943	0.98315381238489	WDR6
chr3:clu_32011_NA	Success	0.431379847339677	1	0.352967561320178	0.98315381238489	WDR6
chr3:clu_32012_NA	Success	0.331353898255678	1	0.415605613844569	0.98315381238489	WDR6
chr3:clu_32013_NA	Not enough valid samples	NA	NA	NA	NA	DALRD3
chr3:clu_32014_NA	Not enough valid samples	NA	NA	NA	NA	DALRD3
chr3:clu_32015_NA	Success	0.154181977743292	2	0.857116030777492	0.989141973701193	DALRD3
chr3:clu_32016_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NDUFAF3
chr3:clu_32017_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NDUFAF3
chr3:clu_32018_NA	Success	0.107449552497314	1	0.64295433717965	0.98315381238489	NDUFAF3
chr3:clu_32019_NA	Success	0.209845061319029	1	0.517091707540378	0.98315381238489	IMPDH2
chr3:clu_32020_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IMPDH2
chr3:clu_32021_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IMPDH2
chr3:clu_32022_NA	Success	1.23257615414013	2	0.291540556024492	0.98315381238489	IMPDH2
chr3:clu_32023_NA	Success	0.0263914138894208	1	0.818289818972131	0.989141973701193	IMPDH2
chr3:clu_32024_NA	Success	0.479347844676546	1	0.327515716824763	0.98315381238489	QRICH1
chr3:clu_32025_NA	Success	0.235117883718203	1	0.492878724501425	0.98315381238489	QRICH1
chr3:clu_32026_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	QRICH1
chr3:clu_32027_NA	Success	4.13519958066979	4	0.0821604799841859	0.98315381238489	QRICH1
chr3:clu_32028_NA	Success	1.12505492437094	2	0.324634636515483	0.98315381238489	QARS
chr3:clu_32029_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	QARS
chr3:clu_32030_NA	Success	0.0245715349542479	2	0.975727887772016	0.996292975219419	QARS
chr3:clu_32031_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	QARS
chr3:clu_32032_NA	Success	1.57913642227331	1	0.0755430672624446	0.980515553927222	QARS
chr3:clu_32033_NA	Success	0.742451350862297	3	0.685759136864127	0.98315381238489	USP19
chr3:clu_32034_NA	Success	0.000214611068628301	1	0.983470867897507	0.998089900382586	USP19
chr3:clu_32035_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP19
chr3:clu_32036_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP19
chr3:clu_32037_NA	Success	0.224533942364872	1	0.502777933697286	0.98315381238489	USP19
chr3:clu_32038_NA	Success	0.00527346871932011	1	0.918202435992642	0.991159333564393	USP19
chr3:clu_32039_NA	Success	0.176069671013522	1	0.552904591640039	0.98315381238489	USP19
chr3:clu_32040_NA	Success	1.56395192950276	3	0.372322221678402	0.98315381238489	USP19
chr3:clu_32041_NA	Not enough valid samples	NA	NA	NA	NA	USP19
chr3:clu_32042_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP19
chr3:clu_32043_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP19
chr3:clu_32044_NA	Success	0.00119843469698822	1	0.960952900155416	0.994138509315051	LAMB2
chr3:clu_32045_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LAMB2
chr3:clu_32046_NA	Success	0.255039607876881	1	0.475104566202035	0.98315381238489	LAMB2
chr3:clu_32047_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LAMB2
chr3:clu_32048_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KLHDC8B
chr3:clu_32049_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KLHDC8B
chr3:clu_32050_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C3orf62
chr3:clu_32051_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C3orf62
chr3:clu_32052_NA	Success	0.00340041161757654	1	0.934275276444937	0.992099564111732	USP4
chr3:clu_32053_NA	Success	0.3684709225804	1	0.390642278678023	0.98315381238489	USP4
chr3:clu_32054_NA	Success	4.43086287766135	5	0.11470819221891	0.98315381238489	USP4
chr3:clu_32055_NA	Success	0.745165414293837	1	0.222165137019516	0.98315381238489	USP4
chr3:clu_32056_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP4
chr3:clu_32057_NA	Success	0.786192616343357	4	0.813746577091318	0.989141973701193	USP4
chr3:clu_32058_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP4
chr3:clu_32059_NA	Success	0.743260521107686	1	0.222757025289116	0.98315381238489	USP4
chr3:clu_32060_NA	Success	0.0894698515488912	1	0.672286030720388	0.98315381238489	GPX1
chr3:clu_32061_NA	Success	0.612410171899683	5	0.94247414173495	0.993534536358127	RHOA
chr3:clu_32062_NA	Success	0.00015303376451925	1	0.986041892566044	0.998358024081403	RHOA
chr3:clu_32063_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCTA
chr3:clu_32064_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NICN1
chr3:clu_32065_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NICN1
chr3:clu_32066_NA	Success	6.48325324465134	10	0.225550511510396	0.98315381238489	DAG1
chr3:clu_32067_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	APEH
chr3:clu_32068_NA	Success	6.86253814618635	3	0.00330429024469435	0.927854875977823	APEH
chr3:clu_32069_NA	Success	2.61239015151432	4	0.265001310844957	0.98315381238489	APEH
chr3:clu_32070_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	APEH
chr3:clu_32071_NA	Success	0.547181157917066	1	0.295506677921051	0.98315381238489	APEH
chr3:clu_32072_NA	Success	0.0154552347274333	1	0.860440278660687	0.989141973701193	APEH
chr3:clu_32073_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF123
chr3:clu_32074_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MST1
chr3:clu_32075_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MST1
chr3:clu_32076_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MST1
chr3:clu_32077_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF123
chr3:clu_32078_NA	Success	0.720758579786519	2	0.486383155551312	0.98315381238489	RNF123
chr3:clu_32079_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF123
chr3:clu_32080_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF123
chr3:clu_32081_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF123
chr3:clu_32082_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF123
chr3:clu_32083_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF123
chr3:clu_32084_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF123
chr3:clu_32085_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AMIGO3,GMPPB
chr3:clu_32086_NA	Success	0.329854649452869	2	0.719028236984566	0.984653379360447	AMIGO3,GMPPB
chr3:clu_32087_NA	Success	0.0334821372821921	1	0.795809185142361	0.988266649823125	IP6K1
chr3:clu_32088_NA	Success	0.894813499156498	3	0.61719481470655	0.98315381238489	IP6K1
chr3:clu_32089_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAIP
chr3:clu_32090_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAIP
chr3:clu_32091_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MST1R
chr3:clu_32092_NA	<=1 sample with coverage>0	NA	NA	NA	NA	MST1R
chr3:clu_32093_NA	<=1 sample with coverage>0	NA	NA	NA	NA	MST1R
chr3:clu_32094_NA	Not enough valid samples	NA	NA	NA	NA	MON1A
chr3:clu_32095_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MON1A
chr3:clu_32096_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBM6
chr3:clu_32097_NA	Success	5.93844280134977	12	0.455617168061896	0.98315381238489	RBM6
chr3:clu_32098_NA	Success	0.719158217660095	2	0.487162167917066	0.98315381238489	RBM6
chr3:clu_32099_NA	Success	0.244921872113018	1	0.483997014841378	0.98315381238489	RBM6
chr3:clu_32100_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBM6
chr3:clu_32101_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBM6
chr3:clu_32102_NA	Success	0.104610589853507	2	0.900675186362082	0.990620301184578	RBM6
chr3:clu_32103_NA	Success	0.990190454445212	2	0.371505929328157	0.98315381238489	RBM5
chr3:clu_32104_NA	Success	0.223955045571643	1	0.50332909318848	0.98315381238489	RBM5
chr3:clu_32105_NA	Success	4.23803437889615	3	0.0371322567989714	0.933305443065259	RBM5
chr3:clu_32106_NA	Success	5.3227956690705	5	0.0588777135669145	0.962396177978357	RBM5
chr3:clu_32107_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBM5
chr3:clu_32108_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEMA3F
chr3:clu_32109_NA	Not enough valid samples	NA	NA	NA	NA	SEMA3F
chr3:clu_32110_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEMA3F
chr3:clu_32111_NA	Success	0.734550033561042	1	0.225487736517903	0.98315381238489	GNAI2
chr3:clu_32112_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GNAI2
chr3:clu_32113_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	U73166.2
chr3:clu_32114_NA	Not enough valid samples	NA	NA	NA	NA	SEMA3B
chr3:clu_32115_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEMA3B
chr3:clu_32116_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEMA3B
chr3:clu_32117_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEMA3B
chr3:clu_32118_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IFRD2
chr3:clu_32119_NA	Success	0.473736732155089	2	0.622671160285381	0.98315381238489	IFRD2
chr3:clu_32120_NA	Success	0.0169034302698776	1	0.854118248313589	0.989141973701193	IFRD2
chr3:clu_32121_NA	Success	0.291996970573678	2	0.746770798257044	0.986897708989432	IFRD2
chr3:clu_32122_NA	Not enough valid samples	NA	NA	NA	NA	HYAL3
chr3:clu_32123_NA	Not enough valid samples	NA	NA	NA	NA	HYAL3,NAT6
chr3:clu_32124_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HYAL2,TUSC2
chr3:clu_32125_NA	Success	0.0589815383115919	1	0.731254284021764	0.984653379360447	TUSC2
chr3:clu_32126_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUSC2
chr3:clu_32127_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RASSF1
chr3:clu_32128_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NPRL2
chr3:clu_32129_NA	Success	0.814655836372104	1	0.201798280314995	0.98315381238489	NPRL2
chr3:clu_32130_NA	Success	3.23761272121226	4	0.166358089553356	0.98315381238489	NPRL2
chr3:clu_32131_NA	Not enough valid samples	NA	NA	NA	NA	CYB561D2,XXcos-LUCA11.5
chr3:clu_32132_NA	Success	1.50702418049883	3	0.389464262781053	0.98315381238489	CYB561D2
chr3:clu_32133_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	XXcos-LUCA11.5,XXcos-LUCA11.4
chr3:clu_32134_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM115
chr3:clu_32135_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	XXcos-LUCA11.4,XXcos-LUCA11.5
chr3:clu_32136_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CACNA2D2
chr3:clu_32137_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HEMK1
chr3:clu_32138_NA	Success	0.0153960301986835	1	0.860705103940336	0.989141973701193	HEMK1
chr3:clu_32139_NA	Not enough valid samples	NA	NA	NA	NA	HEMK1
chr3:clu_32140_NA	Success	3.72673220200647	4	0.113778909425683	0.98315381238489	HEMK1
chr3:clu_32141_NA	Not enough valid samples	NA	NA	NA	NA	MAPKAPK3
chr3:clu_32142_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DOCK3
chr3:clu_32143_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DOCK3
chr3:clu_32144_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DOCK3
chr3:clu_32145_NA	Success	0.493291760127264	1	0.320578828029074	0.98315381238489	MANF
chr3:clu_32146_NA	Not enough valid samples	NA	NA	NA	NA	VPRBP
chr3:clu_32147_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPRBP
chr3:clu_32148_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPRBP
chr3:clu_32149_NA	Success	1.01846580198611	1	0.153519047889329	0.98315381238489	VPRBP
chr3:clu_32150_NA	Not enough valid samples	NA	NA	NA	NA	VPRBP
chr3:clu_32151_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAD54L2
chr3:clu_32152_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAD54L2
chr3:clu_32153_NA	Success	1.37165944010621	8	0.949419061412625	0.994014372578649	TEX264
chr3:clu_32154_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RRP9
